Descriptor_1,Descriptor_2,Pearson_Correlation,Abs_Correlation
ATSC1m,MATS1m,0.9157447213137192,0.9157447213137192
AATS0s,meanI,0.9154535579789912,0.9154535579789912
nHdNH,minHdNH,0.9153666402355531,0.9153666402355531
AATS1v,GATS1v,-0.9151036735952622,0.9151036735952622
SpMin6_Bhm,SpMin5_Bhe,0.9142885732217034,0.9142885732217034
Kier2,Kier3,0.9138177403443658,0.9138177403443658
SpMin8_Bhv,SpMin6_Bhe,0.9138036310595307,0.9138036310595307
VR3_DzZ,EE_D,0.9137077406489261,0.9137077406489261
VR3_Dt,VR3_D,0.9136837037578517,0.9136837037578517
AATSC4c,MATS4c,0.9132817393373384,0.9132817393373384
apol,EE_D,0.9132382345159137,0.9132382345159137
ASP-1,ASP-2,0.913092524913408,0.913092524913408
SpMin4_Bhe,SpMin5_Bhe,0.9129612011907264,0.9129612011907264
Kier2,EE_D,0.9129242482588367,0.9129242482588367
ETA_Beta_ns_d,ETA_BetaP_ns_d,0.912447878884639,0.912447878884639
ASP-1,ASP-3,0.9124121242366613,0.9124121242366613
apol,SpMax_Dt,0.911973354594086,0.911973354594086
AATS0v,GATS1v,-0.9119186449426551,0.9119186449426551
SpMin5_Bhe,SpMin6_Bhe,0.9113905532874016,0.9113905532874016
SpMax6_Bhm,piPC1,0.9113654388741276,0.9113654388741276
SpMax3_Bhv,SpMax4_Bhv,0.910955941217034,0.910955941217034
AATS1e,ETA_Epsilon_4,0.910947565154012,0.910947565154012
ATS2s,ATS3s,0.9109216368159462,0.9109216368159462
JGI1,JGT,0.9109094843116549,0.9109094843116549
AATSC8v,MATS8p,0.9108563243892435,0.9108563243892435
nO,SM1_Dze,0.9107387894419221,0.9107387894419221
SpMax7_Bhm,piPC1,0.9101854685437624,0.9101854685437624
SpMin5_Bhm,SpMax5_Bhv,0.9098264043418083,0.9098264043418083
SC-6,VC-6,0.909774917864106,0.909774917864106
SpMax3_Bhs,SpMax4_Bhs,0.9094929871014574,0.9094929871014574
ETA_EtaP_B,JGT,0.9094082394134472,0.9094082394134472
SpMin5_Bhm,CIC0,0.9093116174318332,0.9093116174318332
ETA_dEpsilon_B,HybRatio,-0.9092574945635802,0.9092574945635802
SpMin5_Bhm,SpMin4_Bhv,0.9092425475881623,0.9092425475881623
SpMax5_Bhm,piPC1,0.909221124255948,0.909221124255948
SpMin8_Bhv,SpMin7_Bhe,0.9089258965366528,0.9089258965366528
naAromAtom,nHaaCH,0.9087626398883392,0.9087626398883392
naAromAtom,nBondsM,0.9087491540568314,0.9087491540568314
ASP-2,ASP-3,0.9086156561449518,0.9086156561449518
VE3_Dzv,VE3_Dzs,0.9085979235005843,0.9085979235005843
ATSC1p,AATSC1p,0.9077227372143363,0.9077227372143363
nBondsM,nwHBa,0.9076771153096406,0.9076771153096406
AATSC0e,ETA_Epsilon_2,0.9076714591549165,0.9076714591549165
SpMax4_Bhv,piPC1,0.907624828214808,0.907624828214808
apol,VR3_DzZ,0.9075853468468014,0.9075853468468014
SpMax4_Bhv,SpMin4_Bhe,0.9075522845303718,0.9075522845303718
SpMax5_Bhv,piPC1,0.9072339358237612,0.9072339358237612
SpMax5_Bhv,SpMin6_Bhv,0.9069178390277282,0.9069178390277282
AATS4e,AATS5e,0.9069012625824664,0.9069012625824664
SpMAD_Dt,EE_Dt,0.9068964756573756,0.9068964756573756
AATS3v,AATS3p,0.9063060047995819,0.9063060047995819
ATSC1m,AATSC1m,0.9063024590485018,0.9063024590485018
C2SP2,nHother,0.9060742662893868,0.9060742662893868
AATSC2v,MATS2p,0.905844236866883,0.905844236866883
SCH-7,VCH-6,0.9055428965192527,0.9055428965192527
ATS0p,EE_D,0.9054547632987389,0.9054547632987389
AATSC5v,GATS5v,-0.905372776011787,0.905372776011787
SC-5,VPC-4,0.905234722638215,0.905234722638215
AATSC5c,MATS5c,0.9052006512169447,0.9052006512169447
SpMax4_Bhv,SpMin5_Bhv,0.9051788884376316,0.9051788884376316
AATSC3c,MATS3c,0.9048743305910348,0.9048743305910348
SC-5,VC-5,0.9044292381180021,0.9044292381180021
ATS0p,VR3_DzZ,0.9044047967302487,0.9044047967302487
AVP-2,AVP-3,0.9041546715716484,0.9041546715716484
ETA_BetaP,ETA_EtaP_L,-0.9040393797089304,0.9040393797089304
VR2_DzZ,VR1_Dzv,0.9037767539355143,0.9037767539355143
apol,SpMAD_DzZ,0.9036605763314626,0.9036605763314626
AATS0s,AATSC0e,0.9032905516625261,0.9032905516625261
VR2_DzZ,VR2_Dzv,0.9031853591520443,0.9031853591520443
AATS0e,AATS0s,0.9031478753921831,0.9031478753921831
SpMin7_Bhm,SpMin5_Bhe,0.9031432159578086,0.9031432159578086
AATS1e,ETA_Epsilon_2,0.902660577728876,0.902660577728876
SpMax7_Bhm,SpMax4_Bhv,0.9026150171993726,0.9026150171993726
AATS1m,AATS2m,0.902607294126389,0.902607294126389
AVP-1,AVP-3,0.9024959574913849,0.9024959574913849
AATSC4p,MATS4p,0.9023314425288904,0.9023314425288904
SpMax6_Bhm,SpMax4_Bhv,0.9023260484114293,0.9023260484114293
AATS1e,AATS3e,0.9023116507931138,0.9023116507931138
SpMin7_Bhe,SpMin8_Bhe,0.9022541282662885,0.9022541282662885
C2SP2,nwHBa,0.9022464374710095,0.9022464374710095
SpMax3_Bhv,SpMin3_Bhv,0.9021267236132453,0.9021267236132453
SpMin6_Bhm,SpMin8_Bhv,0.902072651700813,0.902072651700813
SpMax7_Bhm,SpMin6_Bhv,0.9020584897375902,0.9020584897375902
AATS1v,AATS2p,0.901932516013893,0.901932516013893
SpMin6_Bhm,SpMin8_Bhm,0.9016944042693564,0.9016944042693564
SpMin7_Bhm,SpMin6_Bhe,0.9015973311239299,0.9015973311239299
nHBa,TopoPSA,0.9013432741803441,0.9013432741803441
ATSC0e,nHBa,0.9010376009848965,0.9010376009848965
SC-5,GGI3,0.9009841080532995,0.9009841080532995
SpMin1_Bhm,SpMin1_Bhv,0.9009498697867704,0.9009498697867704
SpMin5_Bhv,SpMin7_Bhv,0.9008770808496855,0.9008770808496855
ATSC1v,AATSC1v,0.9007814886039198,0.9007814886039198
SpMin4_Bhm,SpMax5_Bhv,0.9007378172240985,0.9007378172240985
SC-6,nssssC,0.9005379127162255,0.9005379127162255
AATSC8c,MATS8c,0.9005241744336969,0.9005241744336969
SpMin5_Bhm,SpMin4_Bhe,0.9003698292301575,0.9003698292301575
SpMin4_Bhm,SpMax4_Bhv,0.9003580837335003,0.9003580837335003
nBondsD2,ndssC,0.9003186190320688,0.9003186190320688
SpMax7_Bhm,SpMin5_Bhv,0.9000492295201232,0.9000492295201232
SpMin6_Bhm,SpMin6_Bhe,0.8999263498166861,0.8999263498166861
SM1_Dze,nHBAcc,0.8998399987469465,0.8998399987469465
C2SP3,nHCsats,0.8997111137211975,0.8997111137211975
SpMin3_Bhm,SpMin4_Bhm,0.8995914465841757,0.8995914465841757
VR3_DzZ,VR3_Dt,0.8995222500081683,0.8995222500081683
SpMin5_Bhm,SpMin7_Bhv,0.8993067843329544,0.8993067843329544
apol,VR3_D,0.8992734580548759,0.8992734580548759
GATS6v,GATS6p,0.8990892286447525,0.8990892286447525
nHBAcc,MLFER_BH,0.8990811761986245,0.8990811761986245
SpMin3_Bhs,SpMin4_Bhs,0.8989008525570868,0.8989008525570868
nHBint3,SHBint3,0.898715744343807,0.898715744343807
SpMin8_Bhm,SpMin6_Bhe,0.8984087107773683,0.8984087107773683
VR2_Dze,VR2_Dzp,0.8983530287433346,0.8983530287433346
SM1_DzZ,nHBa,0.898009271665261,0.898009271665261
ATSC2i,AATSC2i,0.8977420284439395,0.8977420284439395
ATS3s,ATSC0e,0.8976784809797003,0.8976784809797003
SpMin4_Bhm,CIC0,0.8973446562736721,0.8973446562736721
ATSC4m,AATSC4m,0.897267532544765,0.897267532544765
nssssC,MDEC-14,0.8971845199578502,0.8971845199578502
SpMax2_Bhs,SpMax3_Bhs,0.8970473029716759,0.8970473029716759
nF9Ring,nF9HeteroRing,0.8969638216028654,0.8969638216028654
VC-3,VPC-4,0.8967161388050996,0.8967161388050996
nHBint9,SHBint9,0.8965777888594211,0.8965777888594211
AATS1p,Mp,0.8965727031978998,0.8965727031978998
SpMin6_Bhv,SpMin8_Bhv,0.8964931893161718,0.8964931893161718
ETA_Beta,piPC1,0.896417998690349,0.896417998690349
ATS0p,VR3_D,0.8963835005164781,0.8963835005164781
nsssCH,SHCsats,0.8963772738087545,0.8963772738087545
GATS7v,GATS7p,0.8961526655906865,0.8961526655906865
AATS7e,AATS7i,0.8961396774126231,0.8961396774126231
SpMin6_Bhm,CIC0,0.8960619650497312,0.8960619650497312
ATSC1p,MATS1p,0.8958446172316518,0.8958446172316518
ATS0p,SpMax_Dt,0.8957192897730778,0.8957192897730778
VE1_Dzv,VE1_Dzp,0.895632881357095,0.895632881357095
AATS4v,AATS4p,0.8956293356461702,0.8956293356461702
ATS3s,GGI2,0.8955006877119314,0.8955006877119314
ASP-1,ETA_Epsilon_3,-0.8954003789467948,0.8954003789467948
ATSC7e,ATSC7s,0.8953194354451971,0.8953194354451971
VC-5,MDEC-34,0.8952955649802061,0.8952955649802061
SpMin6_Bhv,SpMin4_Bhe,0.8952647737519744,0.8952647737519744
SpMax_Dt,SpMAD_Dt,0.8951401697807206,0.8951401697807206
nssssNp,SssssNp,0.89399318512358,0.89399318512358
VPC-4,GGI3,0.893967539729484,0.893967539729484
MDEC-24,MDEC-34,0.8933404632986286,0.8933404632986286
SCH-6,SCH-7,0.8933181396278013,0.8933181396278013
nssO,MDEO-22,0.8932546537524458,0.8932546537524458
VR1_D,VR2_D,0.8931514300689964,0.8931514300689964
SpMax6_Bhm,SpMin5_Bhv,0.8928818552775565,0.8928818552775565
apol,ATSC0p,0.892869391898679,0.892869391898679
nHBint6,SHBint6,0.892729751782,0.892729751782
MATS5p,GATS5p,-0.8924604730572095,0.8924604730572095
SpMax4_Bhv,SpMin3_Bhv,0.8923120393525216,0.8923120393525216
VC-5,nssssC,0.8920975332958222,0.8920975332958222
ATSC5v,ATSC5p,0.8919512293751274,0.8919512293751274
VE2_Dzv,VE2_Dzp,0.8918708281525232,0.8918708281525232
nHaaCH,nHother,0.8915146449753488,0.8915146449753488
AATSC7p,MATS7p,0.8914816817542914,0.8914816817542914
ATS2s,ATSC0i,0.8913935152991547,0.8913935152991547
SpMin3_Bhv,SpMin4_Bhv,0.8904245524374209,0.8904245524374209
SpMin8_Bhm,SpMin7_Bhe,0.8903021950248358,0.8903021950248358
nssssC,MDEC-44,0.8902959180487703,0.8902959180487703
VR1_Dzv,VR2_Dze,0.8897650787658841,0.8897650787658841
AATS3e,ETA_Epsilon_4,0.8896558703647895,0.8896558703647895
AATSC5i,MATS5i,0.8891479240182849,0.8891479240182849
C4SP3,MDEC-24,0.8891436441998948,0.8891436441998948
AATSC6e,AATSC6s,0.8891002017948663,0.8891002017948663
SpMin8_Bhv,SpMin5_Bhe,0.8890325491762142,0.8890325491762142
SpMin5_Bhm,SpMin7_Bhm,0.8888340776632346,0.8888340776632346
nHBd,SHBd,0.8887218890794809,0.8887218890794809
ATSC8v,ATSC8p,0.8885248744751024,0.8885248744751024
SpMax6_Bhm,SpMin6_Bhv,0.8885002052678971,0.8885002052678971
ATS0p,SpMAD_DzZ,0.887904932399977,0.887904932399977
ATSC2s,AATSC2s,0.8878036299051099,0.8878036299051099
ATS0s,nHBa,0.8876588994736985,0.8876588994736985
AATSC6v,MATS6p,0.8874683177376094,0.8874683177376094
ATS0s,ETA_Eta_B,0.8874525960372064,0.8874525960372064
AATSC7v,MATS7p,0.886892583389003,0.886892583389003
ATS0s,ATS3s,0.8868050488780476,0.8868050488780476
SpMin4_Bhv,SpMin6_Bhv,0.8867196698542184,0.8867196698542184
AATS1v,Mp,0.8866506887013538,0.8866506887013538
VC-6,nssssC,0.8866321604361943,0.8866321604361943
SIC0,CIC0,-0.886362045359448,0.886362045359448
ATSC4v,ATSC4p,0.8862371517296763,0.8862371517296763
SpMin7_Bhv,SpMin7_Bhe,0.885994488944199,0.885994488944199
VR1_Dzv,VR2_Dzv,0.885992343711186,0.885992343711186
SpMax4_Bhs,SpMax6_Bhs,0.885870203138023,0.885870203138023
AATS7v,AATS8v,0.8856892030821926,0.8856892030821926
AATSC0e,ETA_Epsilon_4,0.885393231196127,0.885393231196127
IC0,MIC0,0.885365240731804,0.885365240731804
SpMin2_Bhs,SpMin3_Bhs,0.8848784135130138,0.8848784135130138
AATSC1v,MATS1p,0.8845613075677584,0.8845613075677584
SIC2,CIC3,-0.8844838367049757,0.8844838367049757
SpMin6_Bhm,SpMin4_Bhe,0.8844042100176681,0.8844042100176681
VR2_DzZ,VR2_Dzp,0.8841815505384237,0.8841815505384237
VR1_DzZ,VR2_Dze,0.8838190342173722,0.8838190342173722
ATSC2v,AATSC2v,0.8837724608227208,0.8837724608227208
SpMin6_Bhe,SpMin6_Bhs,0.8835758651112313,0.8835758651112313
minHother,maxHother,0.8831312419458766,0.8831312419458766
ETA_EtaP_L,HybRatio,0.8831094847674509,0.8831094847674509
AATSC0e,meanI,0.8830892050125547,0.8830892050125547
SpMin6_Bhv,CIC0,0.8830809442084268,0.8830809442084268
nHother,SwHBa,0.8830323506063504,0.8830323506063504
SpMAD_DzZ,EE_D,0.8829555480991601,0.8829555480991601
SpMax5_Bhm,SpMin5_Bhv,0.8829381197038844,0.8829381197038844
SpMax5_Bhv,SpMin3_Bhv,0.8828305871478009,0.8828305871478009
ATSC2p,MATS2p,0.8827042468670512,0.8827042468670512
SpMax5_Bhv,SpMin4_Bhe,0.882656416570727,0.882656416570727
MATS4p,GATS4p,-0.8826556867747177,0.8826556867747177
GATS2v,GATS2p,0.8825940793492784,0.8825940793492784
C1SP1,mintsC,0.8824231577318885,0.8824231577318885
SpMAD_DzZ,Kier2,0.8819553059259766,0.8819553059259766
SpMin4_Bhm,SpMin3_Bhv,0.8818074225403814,0.8818074225403814
apol,ATSC0i,0.8817615132940344,0.8817615132940344
AATSC7s,MATS7s,0.8817495810140117,0.8817495810140117
SpMin4_Bhm,SpMin6_Bhv,0.881724962808776,0.881724962808776
SpMax3_Bhv,piPC1,0.8816650073145245,0.8816650073145245
SpMin5_Bhe,SpMin5_Bhs,0.8815088641794849,0.8815088641794849
apol,EE_Dt,0.8812489809050291,0.8812489809050291
SpMin7_Bhv,SpMin4_Bhe,0.8806151963209747,0.8806151963209747
AATS2p,Mp,0.8805542018798266,0.8805542018798266
ATS4m,ATSC0p,0.8798363984316011,0.8798363984316011
AATSC0e,AATSC0s,0.8798028726491521,0.8798028726491521
ATSC2v,ATSC2p,0.8794076773009498,0.8794076773009498
AATS1m,MIC0,0.8791413343898998,0.8791413343898998
AATS2m,AATS3m,0.8789726827117047,0.8789726827117047
SpMax_Dt,EE_Dt,0.8788700536551541,0.8788700536551541
ATSC0e,ETA_Eta_B,0.8786014511669712,0.8786014511669712
ATSC1i,MATS1i,0.8785650993966891,0.8785650993966891
SpMin8_Bhm,SpMin5_Bhe,0.8785464293328629,0.8785464293328629
EE_Dt,fragC,0.8783942392167463,0.8783942392167463
AATSC2e,MATS2e,0.8782812914371119,0.8782812914371119
SpMax5_Bhv,SpMin5_Bhe,0.8781401235739329,0.8781401235739329
SpMax7_Bhm,SpMin4_Bhv,0.8779378881760194,0.8779378881760194
AATSC1e,MATS1e,0.8779222804526481,0.8779222804526481
ATS3s,ETA_Eta_B,0.8777112181735656,0.8777112181735656
naaaC,SaaaC,0.8776118408122183,0.8776118408122183
SHCsats,ETA_dBeta,-0.8773213614349081,0.8773213614349081
AATSC4v,MATS4p,0.8771668302824067,0.8771668302824067
AATSC5v,MATS5p,0.877074516207734,0.877074516207734
GATS6e,GATS6s,0.8766266300589324,0.8766266300589324
SC-5,SC-6,0.876511484684376,0.876511484684376
minHsOH,maxHsOH,0.8763908770457116,0.8763908770457116
apol,ATS3s,0.8763298602884877,0.8763298602884877
SpMax7_Bhm,SpMin4_Bhe,0.8762140063654844,0.8762140063654844
apol,Kier2,0.8761822406379993,0.8761822406379993
SC-6,VC-5,0.8761622830194622,0.8761622830194622
ATSC2e,AATSC2e,0.8761301282408003,0.8761301282408003
ATSC8e,ATSC8s,0.8761294309049338,0.8761294309049338
SHsSH,maxHsSH,0.8760379995199512,0.8760379995199512
AVP-0,AVP-1,0.8757519021571547,0.8757519021571547
topoRadius,WPATH,0.8754773587656179,0.8754773587656179
apol,CIC0,0.8753661505487147,0.8753661505487147
VE1_D,VE2_D,0.8751476434406905,0.8751476434406905
SpMax3_Bhv,SpMax5_Bhv,0.8750670356107068,0.8750670356107068
ATS0p,piPC1,0.8750598363411424,0.8750598363411424
ATSC2i,MATS2i,0.8750084322635509,0.8750084322635509
SC-6,MDEC-44,0.8746433526103963,0.8746433526103963
ATSC6e,ATSC6s,0.8744172248943999,0.8744172248943999
SpMAD_D,WPATH,0.8743622558075927,0.8743622558075927
SssssC,minssssC,0.8743039218691591,0.8743039218691591
apol,ATS2s,0.8741611644830081,0.8741611644830081
VE3_DzZ,VE3_Dzs,0.873980140925162,0.873980140925162
SpMin3_Bhm,SpMin4_Bhv,0.8737777006425915,0.8737777006425915
ATS0p,EE_Dt,0.8736027974190405,0.8736027974190405
nO,nHBa,0.8733913065193227,0.8733913065193227
SpMin4_Bhe,piPC1,0.8733263135014411,0.8733263135014411
AATSC8v,MATS8m,0.8731172522247728,0.8731172522247728
ATS3s,SHCsats,0.8731149229793986,0.8731149229793986
SM1_Dze,TopoPSA,0.8728842022439981,0.8728842022439981
ATS0p,ATSC0i,0.8728342006411043,0.8728342006411043
ATSC1i,AATSC1i,0.8727907907227823,0.8727907907227823
VPC-4,ETA_EtaP,0.8723625451255265,0.8723625451255265
ATSC2e,ATSC2s,0.8722028021602258,0.8722028021602258
SpMin5_Bhv,CIC0,0.8721817205398494,0.8721817205398494
SpMin7_Bhm,SpMin5_Bhv,0.8720839420462333,0.8720839420462333
nHCsats,ETA_dBeta,-0.8719525648078786,0.8719525648078786
ATS2s,SM1_Dze,0.8712580434489509,0.8712580434489509
VC-6,MDEC-44,0.8711432881164218,0.8711432881164218
nO,ATS0s,0.8711126889940957,0.8711126889940957
SpMin4_Bhv,SpMin5_Bhe,0.8710214584038924,0.8710214584038924
nHCsats,ETA_EtaP,0.8709895413703213,0.8709895413703213
ASP-2,ETA_Epsilon_3,-0.8708268757500732,0.8708268757500732
AATSC6v,AATSC6p,0.870667742799663,0.870667742799663
AATSC6s,MATS6s,0.8705491312444231,0.8705491312444231
SpMax7_Bhm,SpMin5_Bhm,0.8705101183030879,0.8705101183030879
ETA_dEpsilon_B,ETA_BetaP,0.8704275471324797,0.8704275471324797
ATS0p,ZMIC1,0.8704205535409243,0.8704205535409243
SpMax7_Bhm,SpMin7_Bhv,0.8701529246969835,0.8701529246969835
ATS2s,VR3_DzZ,0.8699041192424048,0.8699041192424048
SpMax4_Bhv,SpMin6_Bhv,0.8697647478236413,0.8697647478236413
SpMin5_Bhm,SpMax4_Bhv,0.8694828168293085,0.8694828168293085
VC-6,MDEC-24,0.869476851679162,0.869476851679162
AATS3v,AATS4v,0.8694748233246727,0.8694748233246727
SpMax3_Bhv,SpMin4_Bhv,0.8694512717539139,0.8694512717539139
SpMin7_Bhm,SpMin4_Bhe,0.8692656287195089,0.8692656287195089
AATS0s,ETA_Epsilon_4,0.8691901438576586,0.8691901438576586
SpMax6_Bhm,SpMin4_Bhv,0.8689864306694699,0.8689864306694699
SpMin8_Bhm,SpMin6_Bhv,0.8688582374970002,0.8688582374970002
SC-5,MDEC-34,0.8688551138254265,0.8688551138254265
SpMin7_Bhm,CIC0,0.8683811466664834,0.8683811466664834
AATS0p,AATS1p,0.8682881882896852,0.8682881882896852
SpMin5_Bhv,piPC1,0.8679068516765243,0.8679068516765243
GATS2c,GATS2e,0.8678187443129338,0.8678187443129338
VPC-4,MDEC-34,0.8676994016168328,0.8676994016168328
SpMin7_Bhv,CIC0,0.8676363051256332,0.8676363051256332
ATS0p,Kier2,0.8674540346397505,0.8674540346397505
MATS4p,GATS4v,-0.867452859496995,0.867452859496995
SpMax1_Bhs,SpMax2_Bhs,0.8672573189117058,0.8672573189117058
ETA_EtaP_B_RC,JGI1,0.8671702009187209,0.8671702009187209
ETA_Epsilon_4,ETA_dPsi_A,0.8670749200913793,0.8670749200913793
GATS5v,GATS5p,0.8669514585129351,0.8669514585129351
SpMin6_Bhv,piPC1,0.8667057329427198,0.8667057329427198
AATSC0s,meanI,0.8667011157310014,0.8667011157310014
AATS6v,AATS7v,0.8665573581951557,0.8665573581951557
AATS6p,AATS7p,0.8664603961617773,0.8664603961617773
ATSC4e,ATSC4s,0.8664472835648293,0.8664472835648293
ATS3s,SpMax_Dt,0.8661968252847351,0.8661968252847351
SpMax7_Bhm,SpMin6_Bhm,0.8658729785294204,0.8658729785294204
SpMax_Dt,fragC,0.8658573686097434,0.8658573686097434
MATS1c,MATS2c,-0.8658231136407978,0.8658231136407978
AATS3m,AMW,0.8657438887998361,0.8657438887998361
ATSC5p,ATSC5i,0.8657141012395186,0.8657141012395186
AATS3e,AATS3s,0.8656817052786562,0.8656817052786562
SpMin4_Bhm,SpMin6_Bhm,0.8656434462600129,0.8656434462600129
SpMax7_Bhm,SpMax3_Bhv,0.8651746681655507,0.8651746681655507
MATS6e,MATS6s,0.865104376996532,0.865104376996532
ATS4m,ATS0p,0.8650374242232429,0.8650374242232429
ATS2s,EE_D,0.8649358443845504,0.8649358443845504
nHBa,MLFER_BH,0.8648592088017937,0.8648592088017937
AATS5v,AATS6v,0.8647384486800329,0.8647384486800329
AATSC4i,MATS4i,0.8641210815670243,0.8641210815670243
apol,ZMIC1,0.8637744158370013,0.8637744158370013
minHdsCH,mindsCH,0.8636910835386123,0.8636910835386123
nsCH3,MDEC-11,0.8635981648338348,0.8635981648338348
ETA_Epsilon_4,ETA_Psi_1,-0.8633754053865599,0.8633754053865599
AATSC8s,MATS8s,0.8632639843303138,0.8632639843303138
nBondsT,ntN,0.8631781269138266,0.8631781269138266
AATS7p,AATS8p,0.8631739916940495,0.8631739916940495
SpMin3_Bhv,SpMin4_Bhe,0.8630571569795421,0.8630571569795421
SIC1,CIC2,-0.8629164951826133,0.8629164951826133
SpMin7_Bhe,SpMin7_Bhs,0.862647620037184,0.862647620037184
SpMin4_Bhm,SpMin5_Bhe,0.8626364075899126,0.8626364075899126
ATS4m,ATS3s,0.8626188927756189,0.8626188927756189
MATS5p,GATS5v,-0.8624623450758164,0.8624623450758164
apol,VR3_Dt,0.8623938543919156,0.8623938543919156
AATSC4e,MATS4e,0.8623684521309309,0.8623684521309309
SpMax2_Bhv,SpMin2_Bhv,0.8623068312794273,0.8623068312794273
MIC0,AMW,0.8622929239050497,0.8622929239050497
ATS0p,ATS2s,0.8622875751462539,0.8622875751462539
AATSC8v,AATSC8p,0.8622790514633495,0.8622790514633495
SpMax5_Bhm,SpMin4_Bhv,0.8620771678094175,0.8620771678094175
AATSC2e,AATSC2s,0.8618887495633906,0.8618887495633906
SpMin7_Bhm,SpMin7_Bhe,0.8616319922169382,0.8616319922169382
SpMax3_Bhv,SpMin4_Bhe,0.8615213839957184,0.8615213839957184
ATS3s,GGI3,0.8615025035141697,0.8615025035141697
ATS3s,EE_Dt,0.861405234436034,0.861405234436034
EE_D,VR3_D,0.8610990719873487,0.8610990719873487
VR1_Dzv,VR2_Dzp,0.8609086236907899,0.8609086236907899
AATSC5p,GATS5p,-0.8609078088178371,0.8609078088178371
ETA_dBeta,ETA_EtaP,-0.8606126711443066,0.8606126711443066
AATS1e,IC0,0.8606028241054815,0.8606028241054815
AATS2p,AATS3p,0.8605437827347792,0.8605437827347792
CIC2,CIC3,0.8600982107992834,0.8600982107992834
AVP-5,AVP-6,0.860053959279096,0.860053959279096
AATS5p,AATS6p,0.8598706656337395,0.8598706656337395
SIC2,SIC3,0.8598138147663985,0.8598138147663985
SpMax3_Bhs,SpMax5_Bhs,0.8597766689545117,0.8597766689545117
SpMin5_Bhe,piPC1,0.8593555038676861,0.8593555038676861
GATS7e,GATS7s,0.8591663028628775,0.8591663028628775
nHBint5,SHBint5,0.8590180961243803,0.8590180961243803
SpMin3_Bhm,SpMax4_Bhv,0.8586929931467617,0.8586929931467617
AATS7v,AATS8p,0.858677543242906,0.858677543242906
ETA_Beta,MLFER_E,0.8585646180469367,0.8585646180469367
MATS2i,GATS2i,-0.8584683608663619,0.8584683608663619
nwHBa,nHother,0.8583937192128784,0.8583937192128784
SpMax6_Bhm,SpMin4_Bhe,0.8581469744157348,0.8581469744157348
ATSC4p,ATSC4i,0.8580991324827119,0.8580991324827119
SpMin4_Bhv,piPC1,0.8579958132938723,0.8579958132938723
nssssNp,minssssNp,0.8579600050222318,0.8579600050222318
AATS3e,AATSC0e,0.8579363437133554,0.8579363437133554
ETA_Eta_B,GGI3,0.8575822290588859,0.8575822290588859
C4SP3,VC-6,0.8574241044229485,0.8574241044229485
MDEC-24,MDEC-44,0.8572807328314432,0.8572807328314432
SpMax6_Bhm,SpMax3_Bhv,0.8572549739082675,0.8572549739082675
SpMax5_Bhm,SpMax3_Bhv,0.8568367752779747,0.8568367752779747
SpMin6_Bhm,SpMax5_Bhv,0.8568339997474081,0.8568339997474081
ETA_Eta_F,MLFER_S,0.8567914965204524,0.8567914965204524
SpMin3_Bhm,CIC0,0.8565062518275743,0.8565062518275743
ATS0p,VR3_Dt,0.8564650449025388,0.8564650449025388
SpMin3_Bhm,SpMax5_Bhv,0.8562747181927809,0.8562747181927809
SpMin6_Bhm,SpMin4_Bhv,0.8562483004547736,0.8562483004547736
MDEC-14,MDEC-34,0.8561884005349832,0.8561884005349832
AVP-0,AVP-2,0.8561208772482055,0.8561208772482055
IC1,MIC1,0.8559571379570197,0.8559571379570197
SpMax5_Bhm,SpMin6_Bhv,0.8558039023310421,0.8558039023310421
ATSC3i,MATS3i,0.8557144255750817,0.8557144255750817
nssO,MDEO-12,0.8556335065872418,0.8556335065872418
ETA_Eta_B,GGI2,0.855627816705129,0.855627816705129
VR3_DzZ,SpMax_Dt,0.8555254828155108,0.8555254828155108
VC-5,MDEC-24,0.8555132672615124,0.8555132672615124
SIC4,CIC3,-0.8554131691170547,0.8554131691170547
AATSC3v,GATS3v,-0.8553815635042012,0.8553815635042012
ETA_Shape_P,ETA_EtaP_B,0.8553101994631409,0.8553101994631409
AATSC5e,MATS5e,0.8552691406838202,0.8552691406838202
SpMax_Dt,VR3_D,0.8552682806833214,0.8552682806833214
apol,piPC1,0.8552650407891469,0.8552650407891469
fragC,nRing,0.8551087263342454,0.8551087263342454
AATS1v,AATS1p,0.854855857473171,0.854855857473171
nRotB,nRotBt,0.854818664606897,0.854818664606897
ATS2s,VR3_D,0.8547110810324421,0.8547110810324421
AATS0s,AATS2s,0.8542458322230465,0.8542458322230465
SpMin5_Bhm,SpMin5_Bhs,0.8539073104651059,0.8539073104651059
AATS3e,ETA_Epsilon_2,0.8538144358715755,0.8538144358715755
ETA_Eta_F,EE_D,0.8533433823326191,0.8533433823326191
SpMin8_Bhv,SpMin4_Bhe,0.8533275244075119,0.8533275244075119
AATSC7e,AATSC7s,0.8532832662723371,0.8532832662723371
CIC0,MLogP,0.8532724403810026,0.8532724403810026
GATS6p,GATS6i,0.8531543091494381,0.8531543091494381
SC-5,nssssC,0.852999412225023,0.852999412225023
SpMax7_Bhm,SpMin5_Bhe,0.8529264222334144,0.8529264222334144
C4SP3,nssssC,0.8528138067919018,0.8528138067919018
SpMax6_Bhm,SpMin5_Bhm,0.8526914280204099,0.8526914280204099
SpMin4_Bhv,CIC0,0.8523612206360786,0.8523612206360786
nsCH3,MDEC-13,0.8522771289034052,0.8522771289034052
