Descriptor_1,Descriptor_2,Pearson_Correlation,Abs_Correlation
ATS4m,GGI3,0.8520634367576658,0.8520634367576658
SpMin5_Bhv,SpMin8_Bhv,0.851563798277271,0.851563798277271
VR3_DzZ,Kier2,0.8515210898963893,0.8515210898963893
SpMin3_Bhv,SpMin5_Bhv,0.8514294302691371,0.8514294302691371
AATS0v,AATS0p,0.8512844111944164,0.8512844111944164
MLFER_BH,TopoPSA,0.850918138732751,0.850918138732751
SpMin3_Bhm,SpMin5_Bhm,0.8507724441997581,0.8507724441997581
AATSC0s,ETA_Epsilon_2,0.8505739982006344,0.8505739982006344
ETA_EtaP,GGI2,0.850302855184024,0.850302855184024
AATS0e,IC0,0.8500511535050893,0.8500511535050893
AATSC0s,ETA_Epsilon_4,0.8500195920443714,0.8500195920443714
VR3_DzZ,ETA_Eta_F,0.8498508327818228,0.8498508327818228
SHBd,ETA_dEpsilon_D,0.8497496376408368,0.8497496376408368
SpMin5_Bhe,CIC0,0.8497220068798957,0.8497220068798957
SaasC,maxaasC,0.8496498735513276,0.8496498735513276
C2SP3,SHCsats,0.8492740226178084,0.8492740226178084
ATS4m,EE_Dt,0.8488846902625372,0.8488846902625372
AATSC3v,MATS3p,0.8487775961041665,0.8487775961041665
CIC0,CIC1,0.8483047058539268,0.8483047058539268
VE1_Dzs,VE2_Dzs,0.8482346587341612,0.8482346587341612
ETA_Eta_F,Kier2,0.8480872166027555,0.8480872166027555
SpMin7_Bhv,piPC1,0.8480621125430449,0.8480621125430449
AATS3p,AATS4p,0.8479057603029345,0.8479057603029345
ATS4m,GGI2,0.8478340504526172,0.8478340504526172
VPC-4,nssssC,0.8477736068106103,0.8477736068106103
SpMin4_Bhv,SpMin7_Bhv,0.8476616773711558,0.8476616773711558
SC-6,MDEC-34,0.8469884958052871,0.8469884958052871
GATS1v,GATS1p,0.8469696230650121,0.8469696230650121
VE1_Dzv,VE2_Dzv,0.8469562488045145,0.8469562488045145
ASP-6,ASP-7,0.8465139442511452,0.8465139442511452
VE1_DzZ,VE2_DzZ,0.8465040167687392,0.8465040167687392
nsssCH,ETA_dBeta,-0.8464918463386486,0.8464918463386486
MATS6p,GATS6p,-0.846335809430179,0.846335809430179
EE_Dt,GGI2,0.8462826608018573,0.8462826608018573
VC-5,GGI2,0.8459401297470166,0.8459401297470166
VC-3,GGI2,0.845913602983281,0.845913602983281
VR3_Dt,EE_D,0.845601333198737,0.845601333198737
SpMax5_Bhv,SpMin7_Bhv,0.8455531210530407,0.8455531210530407
SpMin5_Bhm,SpMin8_Bhv,0.8453793249643126,0.8453793249643126
VC-3,VC-4,0.8452122097856074,0.8452122097856074
MATS1p,MATS1i,0.8451013763648512,0.8451013763648512
SpMax7_Bhm,SpMin3_Bhv,0.845063570130869,0.845063570130869
ATS0p,ATS3s,0.8449261452956328,0.8449261452956328
GATS4v,GATS4p,0.8447655761365312,0.8447655761365312
ATS2s,ETA_Eta_B,0.8445911055114194,0.8445911055114194
SpMin3_Bhm,SpMax3_Bhv,0.8444261364852255,0.8444261364852255
AATS0s,ETA_Epsilon_2,0.8442877234328968,0.8442877234328968
SpMax3_Bhv,SpMin2_Bhv,0.8442702858581433,0.8442702858581433
EE_Dt,piPC1,0.8442342759004322,0.8442342759004322
SpMin5_Bhm,SpMin3_Bhv,0.8441752673554855,0.8441752673554855
SpMax5_Bhm,SpMin4_Bhe,0.8441720596335112,0.8441720596335112
MDEC-11,MDEC-13,0.8438733068777879,0.8438733068777879
nHBd,nHBint3,0.8437794052454248,0.8437794052454248
AATS0e,AATS2s,0.8433646145718725,0.8433646145718725
ETA_Eta_F,VR3_D,0.8433340439507945,0.8433340439507945
AATSC6v,GATS6v,-0.8432709820611283,0.8432709820611283
MDEC-34,MDEC-44,0.8431058333506417,0.8431058333506417
SpMax6_Bhm,SpMin5_Bhe,0.8430976037855197,0.8430976037855197
ETA_dAlpha_B,ETA_dPsi_A,0.8429154335391498,0.8429154335391498
SC-6,MDEC-24,0.8425509200345401,0.8425509200345401
SpMax4_Bhv,SpMin5_Bhe,0.8424797202493646,0.8424797202493646
nwHBd,minwHBd,0.8421558695756193,0.8421558695756193
VC-6,MDEC-34,0.8416775292885551,0.8416775292885551
SpMax_Dt,EE_D,0.8416687698797394,0.8416687698797394
MATS4p,MATS4i,0.841372546558971,0.841372546558971
AATS1e,AATSC0e,0.8413581316025126,0.8413581316025126
VE1_Dt,VE2_Dt,0.8412479493025461,0.8412479493025461
ZMIC1,Kier2,0.8412250284310004,0.8412250284310004
ETA_dAlpha_B,ETA_Psi_1,-0.8411366784329324,0.8411366784329324
ATS2s,ETA_Eta_F,0.8410077327279369,0.8410077327279369
VCH-5,VCH-6,0.8410006182562434,0.8410006182562434
SpMin8_Bhv,CIC0,0.8404491019299686,0.8404491019299686
MATS6p,MATS6i,0.8403151402897273,0.8403151402897273
AATS5m,AATS6m,0.8402395646730335,0.8402395646730335
SpMin6_Bhm,SpMin6_Bhs,0.8402023748489076,0.8402023748489076
nO,ATS3s,0.840003515996787,0.840003515996787
SpMin5_Bhs,SpMin7_Bhs,0.8398748059900938,0.8398748059900938
AATSC4e,AATSC4s,0.8397104184112422,0.8397104184112422
C4SP3,VC-5,0.839569609300695,0.839569609300695
ATS2s,SpMax_Dt,0.8393260661918737,0.8393260661918737
ATS0p,CIC0,0.8392699705457716,0.8392699705457716
SpMin6_Bhm,SpMin5_Bhs,0.8391836420352006,0.8391836420352006
SpMin5_Bhv,SpMin6_Bhe,0.8391703374083245,0.8391703374083245
JGI2,JGT,0.839037345418731,0.839037345418731
SpMax2_Bhv,SpMax3_Bhv,0.8389878333920122,0.8389878333920122
SpMax4_Bhm,SpMax5_Bhm,0.8389692641770294,0.8389692641770294
SpMin3_Bhv,piPC1,0.8386776561976529,0.8386776561976529
SpMin4_Bhe,CIC0,0.8386618779641404,0.8386618779641404
nHBint8,nHBint10,0.8385541772000613,0.8385541772000613
SpMin4_Bhm,SpMin7_Bhv,0.8383966823306834,0.8383966823306834
nBondsD2,ndO,0.8381283146017816,0.8381283146017816
ATSC1v,ATSC1p,0.8380306801700973,0.8380306801700973
SpMax7_Bhm,SpMin4_Bhm,0.838027757447955,0.838027757447955
GATS3v,GATS3p,0.8379554270819686,0.8379554270819686
SC-4,ETA_Shape_X,0.8378178915657893,0.8378178915657893
C1SP1,ntN,0.8377906063219198,0.8377906063219198
Kier2,VR3_D,0.8377401987018934,0.8377401987018934
SpMin8_Bhm,CIC0,0.8377101111496802,0.8377101111496802
SpMax6_Bhm,SpMin7_Bhv,0.8376661942762619,0.8376661942762619
AMR,apol,0.8376159738712996,0.8376159738712996
SpMin5_Bhv,SpMin5_Bhs,0.8374112238906635,0.8374112238906635
SpMax_Dt,ETA_Eta_F,0.8374089149087302,0.8374089149087302
AATSC0e,ETA_dPsi_A,0.8373280735079603,0.8373280735079603
VR1_DzZ,VR2_Dzv,0.8369846293305246,0.8369846293305246
apol,SpMin6_Bhe,0.8368033885937671,0.8368033885937671
AATS6v,AATS7p,0.8367917068864436,0.8367917068864436
ATS0p,ETA_Eta_F,0.8367767675393608,0.8367767675393608
CIC1,CIC2,0.8367312721522859,0.8367312721522859
SpMin8_Bhm,SpMin4_Bhe,0.8364459406572686,0.8364459406572686
apol,SpMin7_Bhv,0.8362178913169985,0.8362178913169985
SpMin3_Bhm,SpMin4_Bhe,0.8359769850395481,0.8359769850395481
apol,ATS4m,0.8359401986306377,0.8359401986306377
SpMax3_Bhv,SpMin5_Bhv,0.8358689386281739,0.8358689386281739
AVP-5,AVP-7,0.8357775018195603,0.8357775018195603
Kier2,nRotBt,0.8355806833220031,0.8355806833220031
AATS2p,GATS1v,-0.8355333552137323,0.8355333552137323
ATS0s,nHBAcc,0.8355055902677732,0.8355055902677732
SpMin8_Bhe,SpMin8_Bhs,0.8353410192935102,0.8353410192935102
ATS3s,VR3_DzZ,0.8349600137862481,0.8349600137862481
nHBd,nHBint6,0.8348739266587697,0.8348739266587697
SCH-6,VCH-5,0.834866975578576,0.834866975578576
SpMin3_Bhm,SpMin5_Bhv,0.8348243700627948,0.8348243700627948
GATS8e,GATS8s,0.8347795024935663,0.8347795024935663
SpMax5_Bhm,SpMin5_Bhe,0.8347155530484741,0.8347155530484741
SpMax5_Bhv,CIC0,0.8346829299587497,0.8346829299587497
apol,SpMin6_Bhv,0.8346188125347713,0.8346188125347713
SpMin6_Bhe,SpMin5_Bhs,0.8345794211710751,0.8345794211710751
nF,AATSC0i,0.8345472562545209,0.8345472562545209
nBondsD,nBondsD2,0.8345378592944465,0.8345378592944465
AATS4s,meanI,0.8343422875862613,0.8343422875862613
SpMin5_Bhm,SpMin6_Bhe,0.834133309952405,0.834133309952405
SpMax6_Bhm,SpMin6_Bhm,0.8340883229774676,0.8340883229774676
apol,SpMin8_Bhv,0.8340311967019709,0.8340311967019709
ETA_Epsilon_3,RotBtFrac,-0.8340107504417774,0.8340107504417774
VC-6,VPC-4,0.833934530846623,0.833934530846623
SC-6,ETA_Shape_X,0.8339076784373183,0.8339076784373183
C4SP3,MDEC-34,0.8338921485207373,0.8338921485207373
AATS0e,AATSC0s,0.8338073924200156,0.8338073924200156
AATSC0e,ETA_Psi_1,-0.8336122545289749,0.8336122545289749
SpMin7_Bhv,SpMin6_Bhs,0.8333351579479814,0.8333351579479814
SpMin2_Bhm,SpMin3_Bhm,0.8333036888601123,0.8333036888601123
ASP-0,ETA_Epsilon_3,-0.8332933237198306,0.8332933237198306
AATS0v,AATS2p,0.8332766256709222,0.8332766256709222
nHBd,nHBint8,0.833236182033121,0.833236182033121
RotBFrac,RotBtFrac,0.8332321229071552,0.8332321229071552
SpMin6_Bhe,CIC0,0.8330380649606122,0.8330380649606122
ZMIC1,EE_D,0.8329328881246146,0.8329328881246146
apol,SpMin5_Bhe,0.8328645885144895,0.8328645885144895
GATS1v,Mp,-0.8327607644919224,0.8327607644919224
hmax,MAXDN,0.8327301457245904,0.8327301457245904
SpMin6_Bhv,SpMin5_Bhs,0.8324348122784826,0.8324348122784826
AATS6e,AATS6i,0.8323062183919165,0.8323062183919165
VC-3,ETA_Eta_B,0.8322695368914413,0.8322695368914413
nHsOH,SHsOH,0.8320677207392594,0.8320677207392594
ATSC1e,AATSC1e,0.8320362148035971,0.8320362148035971
ATSC3v,ATSC3p,0.8319744956497465,0.8319744956497465
SpMin7_Bhm,SpMin6_Bhs,0.8318902087618122,0.8318902087618122
ATS0p,SpMin5_Bhe,0.8317208501486559,0.8317208501486559
AATSC3e,MATS3e,0.8316355241367162,0.8316355241367162
naaN,minaaN,0.8316304913219291,0.8316304913219291
AATSC7v,MATS7m,0.8315183801455431,0.8315183801455431
nO,ETA_Eta_B,0.8313782569155691,0.8313782569155691
ATSC1e,nHBd,-0.8312781870833427,0.8312781870833427
nHBint7,SHBint7,0.8310166634394556,0.8310166634394556
ATSC6p,ATSC6i,0.8309688999207446,0.8309688999207446
ATS0p,SpMin6_Bhe,0.8309047957683797,0.8309047957683797
n5Ring,SRW5,0.8307841816428415,0.8307841816428415
ETA_Epsilon_4,ETA_Epsilon_5,0.8307704045829221,0.8307704045829221
SpMin5_Bhe,SpMin6_Bhs,0.8307287793352685,0.8307287793352685
VC-3,GGI3,0.8306606391765489,0.8306606391765489
SpMin4_Bhm,SpMax3_Bhv,0.8305780846552461,0.8305780846552461
SIC0,MLogP,-0.8303320722294651,0.8303320722294651
AMR,ATS3s,0.8301537098587116,0.8301537098587116
AATS1v,AATS3v,0.8299491409676286,0.8299491409676286
ATS3s,VR3_D,0.8298439908264079,0.8298439908264079
AATSC2s,MATS2s,0.829811939314937,0.829811939314937
SpMax7_Bhm,SpMin7_Bhm,0.829753209878312,0.829753209878312
VC-5,MDEC-44,0.8296361447449243,0.8296361447449243
SpMin8_Bhv,SpMin8_Bhe,0.8294670499178922,0.8294670499178922
AVP-1,AVP-4,0.8293060630478849,0.8293060630478849
GATS7c,GATS7e,0.8292643851585307,0.8292643851585307
SpMax3_Bhm,SpMax4_Bhm,0.8292101990218805,0.8292101990218805
SpMin2_Bhv,SpMin3_Bhv,0.8291925865539549,0.8291925865539549
SpMin4_Bhe,SpMin5_Bhs,0.8289223259572838,0.8289223259572838
SpMax6_Bhm,SpMin4_Bhm,0.8288060504755015,0.8288060504755015
ATS0p,SpMin7_Bhv,0.8284291720887776,0.8284291720887776
apol,ETA_Eta_F,0.8283741278431559,0.8283741278431559
ATS0p,SpMin8_Bhv,0.8283676274393783,0.8283676274393783
AATS0p,AATS2p,0.8282516916978129,0.8282516916978129
SpMin3_Bhv,SpMin6_Bhv,0.8281941167073547,0.8281941167073547
MATS5m,GATS5m,-0.8281664569267524,0.8281664569267524
AATSC1i,MATS1p,0.8281543827217922,0.8281543827217922
AATS0i,AATS2i,0.8279339409882448,0.8279339409882448
SIC0,CIC1,-0.8279199752113863,0.8279199752113863
VC-5,MDEC-14,0.8279149974113699,0.8279149974113699
GATS5e,GATS5s,0.8278074135931307,0.8278074135931307
nO,MDEO-12,0.8275313797609921,0.8275313797609921
AATSC0s,ETA_dPsi_A,0.8275048990453495,0.8275048990453495
SpMax_Dt,VR3_Dt,0.8274905015866555,0.8274905015866555
AATS4v,AATS5v,0.8274455442081701,0.8274455442081701
AATSC6p,GATS6p,-0.8274355365415019,0.8274355365415019
n5Ring,n5HeteroRing,0.8274123266276332,0.8274123266276332
AATSC0v,ETA_Psi_1,0.8273790377906081,0.8273790377906081
SpMin5_Bhm,SpMin8_Bhm,0.8272733336251056,0.8272733336251056
MATS2c,MATS2e,0.827270736447662,0.827270736447662
VE1_Dzp,VE2_Dzp,0.8271669035562478,0.8271669035562478
SpMin7_Bhe,SpMin6_Bhs,0.8265954512403405,0.8265954512403405
SpMax2_Bhv,piPC1,0.826586312064105,0.826586312064105
SpMax5_Bhm,SpMin5_Bhm,0.826543052773732,0.826543052773732
FMF,RotBtFrac,-0.8264596197315195,0.8264596197315195
SpMax6_Bhm,SpMin3_Bhv,0.826444283656451,0.826444283656451
VR3_DzZ,ZMIC1,0.8262351314563644,0.8262351314563644
ATSC2p,AATSC2v,0.8261621079773481,0.8261621079773481
nHaaCH,SwHBa,0.8261540702785484,0.8261540702785484
SpMin7_Bhv,SpMin5_Bhs,0.8257090573709549,0.8257090573709549
nO,nHBAcc,0.8254147467896314,0.8254147467896314
ATSC0i,EE_D,0.8254096750944263,0.8254096750944263
ATSC5e,ATSC5s,0.8253816151373501,0.8253816151373501
ATS0p,SpMin6_Bhv,0.8252493705355096,0.8252493705355096
AATSC6e,MATS6s,0.8252242808892094,0.8252242808892094
SpMax5_Bhm,SpMin3_Bhv,0.8248687236571547,0.8248687236571547
MATS7e,MATS7s,0.824819705433029,0.824819705433029
ATSC0i,SpMAD_DzZ,0.8248004959769297,0.8248004959769297
SM1_Dze,ETA_Eta_B,0.824765234785896,0.824765234785896
ZMIC1,VR3_D,0.824689554183923,0.824689554183923
SpMin7_Bhm,SpMin5_Bhs,0.8243860253675074,0.8243860253675074
ATS0m,ATSC0p,0.8242293826770615,0.8242293826770615
ATS0p,fragC,0.8240691956290355,0.8240691956290355
IC0,SIC0,0.8239672165506927,0.8239672165506927
AATSC0s,ETA_Psi_1,-0.8239078519129382,0.8239078519129382
apol,fragC,0.8238382713934898,0.8238382713934898
VR3_Dt,Kier2,0.823805712848547,0.823805712848547
AATSC5s,MATS5s,0.8237292235248675,0.8237292235248675
SpMin4_Bhe,SpMin6_Bhe,0.823636474940297,0.823636474940297
ATS2s,nHBa,0.8236123778335748,0.8236123778335748
ATS3s,ATSC0i,0.8235984691349447,0.8235984691349447
ATS0p,ETA_Beta,0.823291322404586,0.823291322404586
AATSC0v,ETA_dPsi_A,-0.8230902860736742,0.8230902860736742
SpMin8_Bhv,piPC1,0.8230262801802551,0.8230262801802551
SpMax2_Bhm,SpMax3_Bhm,0.822984100111067,0.822984100111067
nHBd,nHBint5,0.8229777688796224,0.8229777688796224
SCH-5,SCH-6,0.8229722938872632,0.8229722938872632
MLFER_S,MLFER_E,0.8228759473545225,0.8228759473545225
VC-3,ETA_EtaP,0.8227112561078669,0.8227112561078669
IC3,piPC1,0.8225131943742436,0.8225131943742436
ETA_Eta_F,piPC1,0.8223889989700468,0.8223889989700468
ATS4m,SpMax_Dt,0.8222497962364276,0.8222497962364276
SpMin4_Bhs,SpMin5_Bhs,0.8221324592128443,0.8221324592128443
AATS2m,MIC0,0.8217306684893328,0.8217306684893328
ATSC1p,ATSC1i,0.8217054512865802,0.8217054512865802
ETA_Epsilon_3,nRing,0.8214974582925642,0.8214974582925642
ATSC0p,VR3_DzZ,0.821384818763811,0.821384818763811
SM1_Dze,MLFER_BH,0.8212752690328899,0.8212752690328899
MATS3p,GATS3p,-0.8212610905074726,0.8212610905074726
nBr,maxsBr,0.8210781589163798,0.8210781589163798
AATS1m,IC0,0.8210388177523165,0.8210388177523165
nO,ATS2s,0.8208957272406874,0.8208957272406874
SpMin8_Bhv,SpMin6_Bhs,0.8207799031346309,0.8207799031346309
nO,TopoPSA,0.820773951766103,0.820773951766103
SpMin6_Bhm,SpMax4_Bhv,0.8206736183256381,0.8206736183256381
SpMin8_Bhm,SpMin6_Bhs,0.8205229802549766,0.8205229802549766
ATSC7v,ATSC7p,0.820475368841237,0.820475368841237
EE_Dt,GGI3,0.8203013912865564,0.8203013912865564
SpMin6_Bhe,SpMin7_Bhs,0.8201965454925538,0.8201965454925538
SpMin6_Bhv,SpMin6_Bhs,0.820162688598555,0.820162688598555
AATS1m,AATS3m,0.8200142994562598,0.8200142994562598
ATSC0i,SpMax_Dt,0.8197095676242042,0.8197095676242042
SpMax4_Bhv,SpMin2_Bhv,0.8196584683884609,0.8196584683884609
ATSC0i,EE_Dt,0.819441267613185,0.819441267613185
VR1_DzZ,VR2_Dzp,0.819359331023897,0.819359331023897
ETA_Epsilon_2,ETA_Epsilon_5,0.8190904592010503,0.8190904592010503
SpMin8_Bhm,SpMin7_Bhs,0.8190460721722836,0.8190460721722836
MDEC-14,MDEC-44,0.8189453793707717,0.8189453793707717
SpMAD_Dt,fragC,0.8189142405532907,0.8189142405532907
SpMin1_Bhs,SpMin2_Bhs,0.8189061873020277,0.8189061873020277
AATS5m,AMW,0.8185529781369157,0.8185529781369157
ATSC1v,MATS1p,0.8185013745735885,0.8185013745735885
ATSC0e,SM1_DzZ,0.8184770753317123,0.8184770753317123
ATSC0i,VR3_DzZ,0.8183949800508338,0.8183949800508338
SpMax4_Bhv,SpMin7_Bhv,0.8183498108875955,0.8183498108875955
SpMin5_Bhm,piPC1,0.8182076619881143,0.8182076619881143
SpMax7_Bhm,SpMin8_Bhv,0.8181833814266565,0.8181833814266565
CrippenLogP,XLogP,0.8181740805148565,0.8181740805148565
apol,SpMin5_Bhv,0.8179530437808893,0.8179530437808893
SpMin5_Bhs,CIC0,0.8179102572167591,0.8179102572167591
MLFER_BH,MLFER_S,0.8176445210026768,0.8176445210026768
AATS0s,AATS4s,0.8175345462679878,0.8175345462679878
AATS5v,AATS6p,0.817516432367981,0.817516432367981
GATS6c,GATS6e,0.817504225752549,0.817504225752549
ATSC3v,AATSC3v,0.8174758243656144,0.8174758243656144
minHssNH,minssNH,0.8174576849851272,0.8174576849851272
ETA_Beta,MLFER_S,0.8174485902281002,0.8174485902281002
naAromAtom,naasC,0.8172744318477126,0.8172744318477126
SpMin4_Bhm,SpMin5_Bhs,0.8172494297886028,0.8172494297886028
SpMin8_Bhm,SpMin5_Bhv,0.8171611656742728,0.8171611656742728
SpMin4_Bhm,SpMin7_Bhm,0.8170294162893793,0.8170294162893793
ATS4m,ATS2s,0.8169536456327733,0.8169536456327733
nHBd,nHBint10,0.8167407382027984,0.8167407382027984
AATS6m,AATS6v,0.8164574975451306,0.8164574975451306
SpMax5_Bhm,SpMin4_Bhm,0.8163615110467003,0.8163615110467003
MDEC-34,GGI2,0.816360267597717,0.816360267597717
SpMax2_Bhv,SpMax4_Bhv,0.816318940846987,0.816318940846987
SpMax4_Bhm,SpMax6_Bhm,0.8161634518300166,0.8161634518300166
ATSC0p,EE_D,0.8161336389862556,0.8161336389862556
VC-6,MDEC-14,0.816132900415785,0.816132900415785
AATS0e,AATS4e,0.8161249987207786,0.8161249987207786
minaaCH,maxaasC,0.8157786960298714,0.8157786960298714
SpMin3_Bhv,CIC0,0.8157379400670606,0.8157379400670606
C2SP2,nHaaCH,0.8157267755143182,0.8157267755143182
SpMin6_Bhe,piPC1,0.8155746948849212,0.8155746948849212
ATSC0p,VR3_D,0.8153946925520331,0.8153946925520331
AATS4p,AATS5p,0.8152987813998693,0.8152987813998693
AATS1p,AATS3p,0.8152293148801398,0.8152293148801398
naAromAtom,nwHBa,0.8151540847742382,0.8151540847742382
AATS0v,ETA_dEpsilon_B,0.8150405999156677,0.8150405999156677
ATS4m,VR3_DzZ,0.8150222192191798,0.8150222192191798
SpMax7_Bhm,SpMax2_Bhv,0.8149314439462063,0.8149314439462063
SpMAD_DzZ,VR3_DzZ,0.8146525596759181,0.8146525596759181
ATS2s,EE_Dt,0.8145415444782127,0.8145415444782127
AATSC1v,MATS1i,0.8143845616025954,0.8143845616025954
nHBd,nHBint4,0.8143068201864232,0.8143068201864232
AATS0e,meanI,0.8142029415072216,0.8142029415072216
GATS5c,GATS5e,0.8141557477239922,0.8141557477239922
SpMin2_Bhm,SpMin3_Bhv,0.8141009362464683,0.8141009362464683
SC-5,VC-3,0.8139378367349919,0.8139378367349919
ATS3s,SM1_Dze,0.8138003646527396,0.8138003646527396
SpMin5_Bhe,SpMin7_Bhe,0.8137228754497791,0.8137228754497791
ATS2s,VR3_Dt,0.8135508426864677,0.8135508426864677
GATS8c,GATS8e,0.8134728291110972,0.8134728291110972
AATS0m,AATS4m,0.8134287137094696,0.8134287137094696
AMR,ETA_EtaP,0.8134055496497831,0.8134055496497831
SpMAD_DzZ,SpMin6_Bhv,0.8133623044888297,0.8133623044888297
nHBd,nHsOH,0.8131724886766623,0.8131724886766623
ATS0s,ETA_Eta_F,0.8131611572604035,0.8131611572604035
C3SP3,VPC-4,0.8131322510905862,0.8131322510905862
AMR,ATS0p,0.8129729676629908,0.8129729676629908
VR3_Dt,ETA_Eta_F,0.8129284557024551,0.8129284557024551
ATSC1s,AATSC1s,0.8128946915197851,0.8128946915197851
ATSC3i,AATSC3i,0.8128516200492949,0.8128516200492949
VE1_DzZ,VE2_Dze,0.8128015193365141,0.8128015193365141
SpMax2_Bhs,SpMax4_Bhs,0.812795815373959,0.812795815373959
SpMin3_Bhm,SpMin6_Bhv,0.8127058831542497,0.8127058831542497
SpMin6_Bhm,piPC1,0.8126443323591034,0.8126443323591034
AATS1e,ETA_dPsi_A,0.8126377191462977,0.8126377191462977
apol,SHCsats,0.8124486365327585,0.8124486365327585
AATSC4v,MATS4m,0.8123933624461847,0.8123933624461847
ATSC0e,nHBAcc,0.8123405763871059,0.8123405763871059
SpMAD_DzZ,VR3_D,0.8123232134367663,0.8123232134367663
AATSC4s,MATS4s,0.8122371652966969,0.8122371652966969
SC-4,VC-4,0.8120231229065453,0.8120231229065453
nI,AATSC0m,0.8120008846282842,0.8120008846282842
SpMax2_Bhv,SpMax5_Bhv,0.8119224251130385,0.8119224251130385
nssS,SssS,-0.8118953932421252,0.8118953932421252
VE3_Dzv,VE3_D,0.81179924849891,0.81179924849891
SpMin7_Bhm,SpMin4_Bhv,0.8116642717716938,0.8116642717716938
AMR,ETA_dBeta,-0.811503895561362,0.811503895561362
ETA_Beta,EE_D,0.8113561410527801,0.8113561410527801
ATS0p,SpMin5_Bhv,0.8112963373483418,0.8112963373483418
ATSC4v,GATS4v,-0.8112941846473948,0.8112941846473948
ATS4m,VR3_D,0.8112784925034182,0.8112784925034182
SpMax6_Bhm,SpMax2_Bhv,0.8111109046324486,0.8111109046324486
SpMax3_Bhv,SpMin6_Bhv,0.811107814415918,0.811107814415918
MDEO-12,MDEO-22,0.8108520997768326,0.8108520997768326
AATSC5v,AATSC5p,0.8108316225349232,0.8108316225349232
VR1_DzZ,VR1_Dzs,0.8108149232011057,0.8108149232011057
SpMin6_Bhe,EE_Dt,0.8107609031103554,0.8107609031103554
EE_Dt,IC3,0.810604567503959,0.810604567503959
SpMAD_DzZ,SpMin5_Bhe,0.8105550737612234,0.8105550737612234
ETA_AlphaP,ETA_Psi_1,0.8105301384666485,0.8105301384666485
ATSC3m,AATSC3m,0.8104990498103258,0.8104990498103258
SHCsats,ETA_EtaP,0.8104614787167825,0.8104614787167825
AATSC2i,GATS2i,-0.8103199372377455,0.8103199372377455
nHBd,SHBint8,0.8102207877139634,0.8102207877139634
SpMin8_Bhm,SpMin8_Bhe,0.8098962920137308,0.8098962920137308
VR3_DzZ,EE_Dt,0.8097423072702931,0.8097423072702931
ASP-0,FMF,-0.8097324201777981,0.8097324201777981
AATS1v,AATS4v,0.8096607776622987,0.8096607776622987
nHCsats,nsssCH,0.8094851434515131,0.8094851434515131
SpMin6_Bhm,SpMin3_Bhv,0.8094754527650719,0.8094754527650719
SIC1,SIC2,0.8087052705647282,0.8087052705647282
nHBd,TopoPSA,0.808632884724954,0.808632884724954
ATS2s,Kier2,0.8086248826888551,0.8086248826888551
ATSC0i,piPC1,0.8085280239094736,0.8085280239094736
AATS1e,ETA_Psi_1,-0.808469126930085,0.808469126930085
AATS1e,AATS4e,0.8083615244903486,0.8083615244903486
SsBr,maxsBr,0.8083526060932303,0.8083526060932303
apol,SpMin6_Bhm,0.8081502329640912,0.8081502329640912
SCH-5,n4Ring,0.8081448627165454,0.8081448627165454
AATS4e,AATS4s,0.8080556922124973,0.8080556922124973
nHBint3,nHBint6,0.8080304074052507,0.8080304074052507
SpMax4_Bhm,SpMax7_Bhm,0.8079283189299835,0.8079283189299835
AATSC2m,MATS2m,0.8078889610109741,0.8078889610109741
SpMax4_Bhm,SpMax4_Bhv,0.8078883378860747,0.8078883378860747
SpMin3_Bhm,SpMin6_Bhm,0.8076651933399744,0.8076651933399744
SpMAD_DzZ,SpMin5_Bhv,0.8075586043676792,0.8075586043676792
ATS0m,SpMax3_Bhm,0.8074265609246887,0.8074265609246887
VR3_Dt,ZMIC1,0.8073645482021881,0.8073645482021881
SpMin3_Bhm,SpMin2_Bhv,0.8072180482396141,0.8072180482396141
nHCsats,CIC1,0.807169890489071,0.807169890489071
ALogp2,nHBint8,0.8070702233817755,0.8070702233817755
AATS8v,AATS7p,0.8070483704922002,0.8070483704922002
SpMAD_DzZ,piPC1,0.8070207033215698,0.8070207033215698
minaaCH,maxHaaCH,0.8068174341763338,0.8068174341763338
apol,SpMin7_Bhe,0.8065041027218172,0.8065041027218172
AATS1e,AATSC0v,-0.8064137623928416,0.8064137623928416
ATSC0p,ZMIC1,0.8063732623616271,0.8063732623616271
AATS0e,AATS5e,0.8062937873680704,0.8062937873680704
ATS3s,ETA_EtaP,0.8062584483924102,0.8062584483924102
VR1_Dzv,VR1_Dzs,0.8062385971215773,0.8062385971215773
ATS0s,TopoPSA,0.8062357104572132,0.8062357104572132
nHBint3,nHBint9,0.8062292290216224,0.8062292290216224
ATSC6i,AATSC6i,0.8060411956379467,0.8060411956379467
SpMax2_Bhv,SpMin3_Bhv,0.805962426361706,0.805962426361706
VC-5,GGI3,0.8059187544483374,0.8059187544483374
SpMAD_DzZ,SpMin7_Bhv,0.8059169783276711,0.8059169783276711
MATS3i,GATS3i,-0.8058888037300973,0.8058888037300973
MDEC-34,GGI3,0.8058837573004938,0.8058837573004938
SC-4,nssssC,0.8058204577581596,0.8058204577581596
SpMin4_Bhm,piPC1,0.8057280237898584,0.8057280237898584
AATS1v,AATS3p,0.8056834113921307,0.8056834113921307
ATSC2e,MATS2e,0.8055645731490122,0.8055645731490122
MATS4i,GATS4i,-0.8052913056237402,0.8052913056237402
