iter	Logloss
0	0.5535386944
1	0.4588719888
2	0.4083944589
3	0.367542877
4	0.33196833
5	0.308515081
6	0.2929418072
7	0.2790593112
8	0.2670751014
9	0.256691449
10	0.2490031058
11	0.2420393391
12	0.2345016412
13	0.2279226319
14	0.2241088929
15	0.2190089958
16	0.2133976457
17	0.205069351
18	0.1999546244
19	0.1939773716
20	0.1900842402
21	0.1871913617
22	0.1830128021
23	0.1792241656
24	0.174252469
25	0.171660993
26	0.1681360403
27	0.1652818621
28	0.1625536063
29	0.1584447706
30	0.1563046301
31	0.1524584426
32	0.1491426305
33	0.14667943
34	0.1454202977
35	0.1432035675
36	0.1414797997
37	0.1402408368
38	0.1395987482
39	0.1360812396
40	0.134281426
41	0.1328694455
42	0.131170428
43	0.1291110131
44	0.1275297291
45	0.1255625957
46	0.1232787879
47	0.1215033121
48	0.1205389374
49	0.1187874639
50	0.1167135951
51	0.1161414536
52	0.1157444007
53	0.113985654
54	0.1126211632
55	0.1106300822
56	0.109705637
57	0.1086919064
58	0.1073460277
59	0.1072802562
60	0.1055366646
61	0.1053731933
62	0.1042802028
63	0.103711616
64	0.1016946274
65	0.1009532555
66	0.100598315
67	0.09932272183
68	0.09697849074
69	0.09564354551
70	0.09418256966
71	0.09318706856
72	0.0917622251
73	0.08972631779
74	0.08870369161
75	0.08753351525
76	0.08613303897
77	0.08437912773
78	0.08317594152
79	0.08170756313
80	0.08092268324
81	0.08048759236
82	0.07963405553
83	0.07860524773
84	0.07762747475
85	0.07657065232
86	0.07566557806
87	0.07486136396
88	0.07419660187
89	0.07365142657
90	0.07306144785
91	0.07249566826
92	0.07226301033
93	0.07136746261
94	0.07080327259
95	0.07004019514
96	0.06903707187
97	0.06838285433
98	0.0678936111
99	0.06726891103
100	0.06676201115
101	0.06602044049
102	0.06533530928
103	0.06446553783
104	0.06348863338
105	0.06327226142
106	0.06288733227
107	0.06229955273
108	0.06202533548
109	0.06174266881
110	0.06169008413
111	0.06103748119
112	0.06037753653
113	0.06033059322
114	0.06020730374
115	0.05947517506
116	0.05936672053
117	0.05877276084
118	0.05839952362
119	0.05799717921
120	0.05790906074
121	0.05745817051
122	0.05696631496
123	0.05662684164
124	0.05601214632
125	0.05557949245
126	0.05510261146
127	0.0550815332
128	0.05450894228
129	0.05388853881
130	0.05333132131
131	0.05323421759
132	0.05300974825
133	0.05296287801
134	0.05242592678
135	0.05218475746
136	0.05179088529
137	0.05145370632
138	0.05101149574
139	0.05091128967
140	0.05058528877
141	0.05037714926
142	0.05007382942
143	0.0496392201
144	0.04943791068
145	0.04916137116
146	0.04876770679
147	0.04865291522
148	0.04807302272
149	0.04787335587
150	0.04760412889
151	0.04736647433
152	0.04707150647
153	0.04658951764
154	0.04653831304
155	0.04641419827
156	0.0461974359
157	0.04573215602
158	0.0451779515
159	0.04479945472
160	0.04450793207
161	0.04412784345
162	0.04391502835
163	0.04369828522
164	0.043607162
165	0.0435673249
166	0.04337827695
167	0.04299510808
168	0.04296195066
169	0.04294058256
170	0.04261383864
171	0.04237648092
172	0.04222608111
173	0.04195391899
174	0.04171964563
175	0.04132944657
176	0.04098705047
177	0.04073161159
178	0.04051738817
179	0.04015283755
180	0.03989577679
181	0.03966509114
182	0.03930382512
183	0.03928007144
184	0.03904170915
185	0.03893113458
186	0.0387707187
187	0.03849986558
188	0.0383395159
189	0.03801557721
190	0.03783216951
191	0.03765204038
192	0.03740654004
193	0.03725939407
194	0.03697732898
195	0.03677624479
196	0.03663669813
197	0.03648796614
198	0.03626667751
199	0.03617998567
200	0.03599626839
201	0.03587902245
202	0.03572957825
203	0.03561597467
204	0.03540338308
205	0.03529487131
206	0.03521162569
207	0.03506607759
208	0.03497389996
209	0.03482976414
210	0.03472920912
211	0.03465038287
212	0.03446847446
213	0.03429808831
214	0.03406157979
215	0.03391879258
216	0.03377550043
217	0.03375663946
218	0.0336733052
219	0.03354052552
220	0.0335308652
221	0.0332997497
222	0.0331906689
223	0.03309412724
224	0.03308153818
225	0.033020484
226	0.03293847949
227	0.0328691662
228	0.03280703787
229	0.03271323413
230	0.03259027169
231	0.03250240834
232	0.03240378704
233	0.03226233872
234	0.03225532232
235	0.03218619422
236	0.03211025856
237	0.03207882297
238	0.03190085627
239	0.03175049971
240	0.03163066235
241	0.03148196616
242	0.03137729633
243	0.0313195606
244	0.03116418111
245	0.03104432734
246	0.0309482874
247	0.03086598037
248	0.03080346458
249	0.0307544686
250	0.03072396378
251	0.03070286495
252	0.03062642733
253	0.03049829047
254	0.03038893494
255	0.03037763809
256	0.03025693437
257	0.03024470092
258	0.03012262139
259	0.03003510341
260	0.02998862158
261	0.02994781904
262	0.0299071998
263	0.02978694595
264	0.0296032883
265	0.02948980224
266	0.02945293112
267	0.02936018877
268	0.02926670431
269	0.02922276884
270	0.0292037091
271	0.02914143738
272	0.02904261316
273	0.02898750838
274	0.02896962352
275	0.02896677834
276	0.02895911911
277	0.02895218687
278	0.02894522155
279	0.0288508062
280	0.02884910112
281	0.02884577863
282	0.02882774523
283	0.02874580032
284	0.02869278314
285	0.02859950569
286	0.02858747655
287	0.02847398971
288	0.02843234241
289	0.02833306196
290	0.02829269131
291	0.02820540389
292	0.02813053637
293	0.02807857406
294	0.02798163741
295	0.02796175954
296	0.02786872903
297	0.02777018156
298	0.02766558924
299	0.02754111925
300	0.02748674298
301	0.0274260138
302	0.02735105291
303	0.02726485832
304	0.02723613111
305	0.02716532253
306	0.02711298501
307	0.02703368515
308	0.02698926114
309	0.02690497239
310	0.02690496327
311	0.02686150721
312	0.02681904904
313	0.02676257363
314	0.02673000039
315	0.02666338696
316	0.02661171324
317	0.02654983405
318	0.02653862635
319	0.02648209401
320	0.02637768644
321	0.02631445431
322	0.02627742978
323	0.02625004799
324	0.02620617522
325	0.02615731018
326	0.02609994157
327	0.02603593836
328	0.02600589672
329	0.02595105021
330	0.02590431834
331	0.0258591613
332	0.02578387261
333	0.02568109281
334	0.02562342509
335	0.02554390067
336	0.02547107984
337	0.025457366
338	0.02541837149
339	0.0253416832
340	0.02530438811
341	0.02524656044
342	0.02516732536
343	0.02510971316
344	0.02506927889
345	0.02504088792
346	0.02500201179
347	0.02496587249
348	0.02492986438
349	0.02487881691
350	0.02485538903
351	0.02482125075
352	0.02476112913
353	0.02470539556
354	0.02466911133
355	0.02463183179
356	0.02459848417
357	0.02457679002
358	0.02455138307
359	0.02450088809
360	0.02447043491
361	0.02442988801
362	0.02439612955
363	0.02437518021
364	0.02435195331
365	0.02429628553
366	0.02427366404
367	0.02424412211
368	0.02420628113
369	0.02412573198
370	0.02409591402
371	0.02403727225
372	0.02399328219
373	0.02395223924
374	0.02390878063
375	0.0238523704
376	0.02382885493
377	0.02379023688
378	0.02373879482
379	0.02369096258
380	0.02362734123
